,Company,Industry,ProductName,ProductCategory,ProductIsImplemented
341,Esteemed Education,Private School,Google Data Studio,Business Intelligence and Analytics,True
342,Esteemed Education,Private School,Jira Service Management,Help Desk and Customer Support,True
343,Esteemed Education,Private School,Power BI,Business Intelligence and Analytics,True
344,Esteemed Education,Private School,QlikView,Business Intelligence and Analytics,True
345,Esteemed Education,Private School,Salesforce Service Cloud,Help Desk and Customer Support,True
346,Esteemed Education,Private School,ServiceNow,Help Desk and Customer Support,True
347,Esteemed Education,Private School,Tableau,Business Intelligence and Analytics,True
348,Esteemed Education,Private School,Tibco Spotfire,Business Intelligence and Analytics,True
349,EtaEntertainment,Movie Ticket Subscription,Alteryx,Business Intelligence and Analytics,True
350,EtaEntertainment,Movie Ticket Subscription,Google Data Studio,Business Intelligence and Analytics,True
351,EtaEntertainment,Movie Ticket Subscription,Jira Service Management,Help Desk and Customer Support,True
352,EtaEntertainment,Movie Ticket Subscription,Power BI,Business Intelligence and Analytics,True
353,EtaEntertainment,Movie Ticket Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
354,EtaEntertainment,Movie Ticket Subscription,ServiceNow,Help Desk and Customer Support,True
355,EtaEntertainment,Movie Ticket Subscription,Tableau,Business Intelligence and Analytics,True
356,EtaEntertainment,Movie Ticket Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
357,EtaEscapeRooms,Escape Room Subscription,Alteryx,Business Intelligence and Analytics,True
358,EtaEscapeRooms,Escape Room Subscription,Google Data Studio,Business Intelligence and Analytics,True
359,EtaEscapeRooms,Escape Room Subscription,Jira Service Management,Help Desk and Customer Support,True
360,EtaEscapeRooms,Escape Room Subscription,Power BI,Business Intelligence and Analytics,True
361,EtaEscapeRooms,Escape Room Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
362,EtaEscapeRooms,Escape Room Subscription,Tableau,Business Intelligence and Analytics,True
363,EtaEscapeRooms,Escape Room Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
364,Fantastic Furnishings,Furniture Store,Alteryx,Business Intelligence and Analytics,True
365,Fantastic Furnishings,Furniture Store,Google Data Studio,Business Intelligence and Analytics,True
366,Fantastic Furnishings,Furniture Store,Jira Service Management,Help Desk and Customer Support,True
367,Fantastic Furnishings,Furniture Store,Power BI,Business Intelligence and Analytics,True
368,Fantastic Furnishings,Furniture Store,QlikView,Business Intelligence and Analytics,True
369,Fantastic Furnishings,Furniture Store,Salesforce Service Cloud,Help Desk and Customer Support,True
370,Fantastic Furnishings,Furniture Store,ServiceNow,Help Desk and Customer Support,True
371,Fantastic Furnishings,Furniture Store,Tableau,Business Intelligence and Analytics,True
372,Fantastic Furnishings,Furniture Store,Tibco Spotfire,Business Intelligence and Analytics,True
373,FarmFresh,Organic Food Delivery,Alteryx,Business Intelligence and Analytics,True
374,FarmFresh,Organic Food Delivery,Google Data Studio,Business Intelligence and Analytics,True
375,FarmFresh,Organic Food Delivery,Jira Service Management,Help Desk and Customer Support,True
376,FarmFresh,Organic Food Delivery,Power BI,Business Intelligence and Analytics,True
377,FarmFresh,Organic Food Delivery,Salesforce Service Cloud,Help Desk and Customer Support,True
378,FarmFresh,Organic Food Delivery,Tableau,Business Intelligence and Analytics,True
379,FarmFresh,Organic Food Delivery,Tibco Spotfire,Business Intelligence and Analytics,True
380,Fashion Forward,Clothing Retail,Alteryx,Business Intelligence and Analytics,True
381,Fashion Forward,Clothing Retail,Google Data Studio,Business Intelligence and Analytics,True
382,Fashion Forward,Clothing Retail,Jira Service Management,Help Desk and Customer Support,True
383,Fashion Forward,Clothing Retail,Power BI,Business Intelligence and Analytics,True
384,Fashion Forward,Clothing Retail,Salesforce Service Cloud,Help Desk and Customer Support,True
385,Fashion Forward,Clothing Retail,ServiceNow,Help Desk and Customer Support,True
386,Fashion Forward,Clothing Retail,Tableau,Business Intelligence and Analytics,True
387,Fashion Forward,Clothing Retail,Tibco Spotfire,Business Intelligence and Analytics,True
388,Fit For Life,Health and Fitness,Alteryx,Business Intelligence and Analytics,True
389,Fit For Life,Health and Fitness,Freshdesk,Help Desk and Customer Support,True
390,Fit For Life,Health and Fitness,Google Data Studio,Business Intelligence and Analytics,True
391,Fit For Life,Health and Fitness,Jira Service Management,Help Desk and Customer Support,True
392,Fit For Life,Health and Fitness,QlikView,Business Intelligence and Analytics,True
393,Fit For Life,Health and Fitness,Salesforce Service Cloud,Help Desk and Customer Support,True
394,Fit For Life,Health and Fitness,Tableau,Business Intelligence and Analytics,True
395,Fit For Life,Health and Fitness,Tibco Spotfire,Business Intelligence and Analytics,True
396,FitFam Fitness,Health and Fitness,Alteryx,Business Intelligence and Analytics,True
397,FitFam Fitness,Health and Fitness,Google Data Studio,Business Intelligence and Analytics,True
398,FitFam Fitness,Health and Fitness,Jira Service Management,Help Desk and Customer Support,True
399,FitFam Fitness,Health and Fitness,Power BI,Business Intelligence and Analytics,True
400,FitFam Fitness,Health and Fitness,Salesforce Service Cloud,Help Desk and Customer Support,True
401,FitFam Fitness,Health and Fitness,Tableau,Business Intelligence and Analytics,True
402,FitFam Fitness,Health and Fitness,Tibco Spotfire,Business Intelligence and Analytics,True
403,FitFusion,Fitness App,Alteryx,Business Intelligence and Analytics,True
404,FitFusion,Fitness App,Google Data Studio,Business Intelligence and Analytics,True
405,FitFusion,Fitness App,Jira Service Management,Help Desk and Customer Support,True
406,FitFusion,Fitness App,Salesforce Service Cloud,Help Desk and Customer Support,True
407,FitFusion,Fitness App,ServiceNow,Help Desk and Customer Support,True
408,FitFusion,Fitness App,Tableau,Business Intelligence and Analytics,True
409,FitFusion,Fitness App,Tibco Spotfire,Business Intelligence and Analytics,True
410,FoxtrotFitness,Gym Chain,Alteryx,Business Intelligence and Analytics,True
411,FoxtrotFitness,Gym Chain,Google Data Studio,Business Intelligence and Analytics,True
412,FoxtrotFitness,Gym Chain,Jira Service Management,Help Desk and Customer Support,True
413,FoxtrotFitness,Gym Chain,Power BI,Business Intelligence and Analytics,True
414,FoxtrotFitness,Gym Chain,Salesforce Service Cloud,Help Desk and Customer Support,True
415,FoxtrotFitness,Gym Chain,Tableau,Business Intelligence and Analytics,True
416,FoxtrotFitness,Gym Chain,Tibco Spotfire,Business Intelligence and Analytics,True
417,GammaGames,Board Game Subscription,Alteryx,Business Intelligence and Analytics,True
418,GammaGames,Board Game Subscription,Google Data Studio,Business Intelligence and Analytics,True
419,GammaGames,Board Game Subscription,Jira Service Management,Help Desk and Customer Support,True
420,GammaGames,Board Game Subscription,Power BI,Business Intelligence and Analytics,True
421,GammaGames,Board Game Subscription,QlikView,Business Intelligence and Analytics,True
422,GammaGames,Board Game Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
423,GammaGames,Board Game Subscription,ServiceNow,Help Desk and Customer Support,True
424,GammaGames,Board Game Subscription,Tableau,Business Intelligence and Analytics,True
425,GammaGames,Board Game Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
426,GammaGardening,Gardening Subscription,Alteryx,Business Intelligence and Analytics,True
427,GammaGardening,Gardening Subscription,Google Data Studio,Business Intelligence and Analytics,True
428,GammaGardening,Gardening Subscription,Jira Service Management,Help Desk and Customer Support,True
429,GammaGardening,Gardening Subscription,Power BI,Business Intelligence and Analytics,True
430,GammaGardening,Gardening Subscription,QlikView,Business Intelligence and Analytics,True
431,GammaGardening,Gardening Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
432,GammaGardening,Gardening Subscription,ServiceNow,Help Desk and Customer Support,True
433,GammaGardening,Gardening Subscription,Tableau,Business Intelligence and Analytics,True
434,GammaGardening,Gardening Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
435,GigaBytes Tech,IT Services,Alteryx,Business Intelligence and Analytics,True
436,GigaBytes Tech,IT Services,Google Data Studio,Business Intelligence and Analytics,True
437,GigaBytes Tech,IT Services,Jira Service Management,Help Desk and Customer Support,True
438,GigaBytes Tech,IT Services,Looker,Business Intelligence and Analytics,True
439,GigaBytes Tech,IT Services,Power BI,Business Intelligence and Analytics,True
440,GigaBytes Tech,IT Services,QlikView,Business Intelligence and Analytics,True
441,GigaBytes Tech,IT Services,Salesforce Service Cloud,Help Desk and Customer Support,True
442,GigaBytes Tech,IT Services,SAP Analytics Cloud,Business Intelligence and Analytics,True
443,GigaBytes Tech,IT Services,ServiceNow,Help Desk and Customer Support,True
444,GigaBytes Tech,IT Services,Sisense,Business Intelligence and Analytics,True
445,GigaBytes Tech,IT Services,Tableau,Business Intelligence and Analytics,True
446,GigaBytes Tech,IT Services,Tibco Spotfire,Business Intelligence and Analytics,True
447,GigaGadgets,Electronics Retailer,Alteryx,Business Intelligence and Analytics,True
448,GigaGadgets,Electronics Retailer,Alteryx,Business Intelligence and Analytics,True
449,GigaGadgets,Electronics Retailer,Google Data Studio,Business Intelligence and Analytics,True
450,GigaGadgets,Electronics Retailer,Google Data Studio,Business Intelligence and Analytics,True
451,GigaGadgets,Electronics Retailer,Jira Service Management,Help Desk and Customer Support,True
452,GigaGadgets,Electronics Retailer,Jira Service Management,Help Desk and Customer Support,True
453,GigaGadgets,Electronics Retailer,Power BI,Business Intelligence and Analytics,True
454,GigaGadgets,Electronics Retailer,Power BI,Business Intelligence and Analytics,True
455,GigaGadgets,Electronics Retailer,Salesforce Service Cloud,Help Desk and Customer Support,True
456,GigaGadgets,Electronics Retailer,Salesforce Service Cloud,Help Desk and Customer Support,True
457,GigaGadgets,Electronics Retailer,ServiceNow,Help Desk and Customer Support,True
458,GigaGadgets,Electronics Retailer,ServiceNow,Help Desk and Customer Support,True
459,GigaGadgets,Electronics Retailer,Tableau,Business Intelligence and Analytics,True
460,GigaGadgets,Electronics Retailer,Tableau,Business Intelligence and Analytics,True
461,GigaGadgets,Electronics Retailer,Tibco Spotfire,Business Intelligence and Analytics,True
462,GigaGadgets,Electronics Retailer,Tibco Spotfire,Business Intelligence and Analytics,True
463,GigaGadgets,Electronics Retailer,Alteryx,Business Intelligence and Analytics,True
464,GigaGadgets,Electronics Retailer,Alteryx,Business Intelligence and Analytics,True
465,GigaGadgets,Electronics Retailer,Google Data Studio,Business Intelligence and Analytics,True
466,GigaGadgets,Electronics Retailer,Google Data Studio,Business Intelligence and Analytics,True
467,GigaGadgets,Electronics Retailer,Jira Service Management,Help Desk and Customer Support,True
468,GigaGadgets,Electronics Retailer,Jira Service Management,Help Desk and Customer Support,True
469,GigaGadgets,Electronics Retailer,Power BI,Business Intelligence and Analytics,True
470,GigaGadgets,Electronics Retailer,Power BI,Business Intelligence and Analytics,True
471,GigaGadgets,Electronics Retailer,Salesforce Service Cloud,Help Desk and Customer Support,True
472,GigaGadgets,Electronics Retailer,Salesforce Service Cloud,Help Desk and Customer Support,True
473,GigaGadgets,Electronics Retailer,ServiceNow,Help Desk and Customer Support,True
474,GigaGadgets,Electronics Retailer,ServiceNow,Help Desk and Customer Support,True
475,GigaGadgets,Electronics Retailer,Tableau,Business Intelligence and Analytics,True
476,GigaGadgets,Electronics Retailer,Tableau,Business Intelligence and Analytics,True
477,GigaGadgets,Electronics Retailer,Tibco Spotfire,Business Intelligence and Analytics,True
478,GigaGadgets,Electronics Retailer,Tibco Spotfire,Business Intelligence and Analytics,True
479,Glamorous Gaming,Video Game Store,Alteryx,Business Intelligence and Analytics,True
480,Glamorous Gaming,Video Game Store,Domo,Business Intelligence and Analytics,True
481,Glamorous Gaming,Video Game Store,Freshdesk,Help Desk and Customer Support,True
482,Glamorous Gaming,Video Game Store,Freshservice,Help Desk and Customer Support,True
483,Glamorous Gaming,Video Game Store,Google Data Studio,Business Intelligence and Analytics,True
484,Glamorous Gaming,Video Game Store,HappyFox,Help Desk and Customer Support,True
485,Glamorous Gaming,Video Game Store,HubSpot Service Hub,Help Desk and Customer Support,True
486,Glamorous Gaming,Video Game Store,Intercom,Help Desk and Customer Support,True
487,Glamorous Gaming,Video Game Store,Jira Service Management,Help Desk and Customer Support,True
488,Glamorous Gaming,Video Game Store,Looker,Business Intelligence and Analytics,True
489,Glamorous Gaming,Video Game Store,Power BI,Business Intelligence and Analytics,True
490,Glamorous Gaming,Video Game Store,QlikView,Business Intelligence and Analytics,True
491,Glamorous Gaming,Video Game Store,Salesforce Service Cloud,Help Desk and Customer Support,True
492,Glamorous Gaming,Video Game Store,SAP Analytics Cloud,Business Intelligence and Analytics,True
493,Glamorous Gaming,Video Game Store,ServiceNow,Help Desk and Customer Support,True
494,Glamorous Gaming,Video Game Store,Sisense,Business Intelligence and Analytics,True
495,Glamorous Gaming,Video Game Store,Tableau,Business Intelligence and Analytics,True
496,Glamorous Gaming,Video Game Store,Tibco Spotfire,Business Intelligence and Analytics,True
497,Glamorous Gaming,Video Game Store,Zendesk,Help Desk and Customer Support,True
498,Global Goods,Fair Trade Imports,Alteryx,Business Intelligence and Analytics,True
499,Global Goods,Fair Trade Imports,Domo,Business Intelligence and Analytics,True
500,Global Goods,Fair Trade Imports,Freshdesk,Help Desk and Customer Support,True
501,Global Goods,Fair Trade Imports,Freshservice,Help Desk and Customer Support,True
502,Global Goods,Fair Trade Imports,Google Data Studio,Business Intelligence and Analytics,True
503,Global Goods,Fair Trade Imports,HappyFox,Help Desk and Customer Support,True
504,Global Goods,Fair Trade Imports,HubSpot Service Hub,Help Desk and Customer Support,True
505,Global Goods,Fair Trade Imports,Intercom,Help Desk and Customer Support,True
506,Global Goods,Fair Trade Imports,Jira Service Management,Help Desk and Customer Support,True
507,Global Goods,Fair Trade Imports,Looker,Business Intelligence and Analytics,True
508,Global Goods,Fair Trade Imports,Power BI,Business Intelligence and Analytics,True
509,Global Goods,Fair Trade Imports,QlikView,Business Intelligence and Analytics,True
510,Global Goods,Fair Trade Imports,Salesforce Service Cloud,Help Desk and Customer Support,True
511,Global Goods,Fair Trade Imports,SAP Analytics Cloud,Business Intelligence and Analytics,True
512,Global Goods,Fair Trade Imports,ServiceNow,Help Desk and Customer Support,True
513,Global Goods,Fair Trade Imports,Sisense,Business Intelligence and Analytics,True
514,Global Goods,Fair Trade Imports,Tableau,Business Intelligence and Analytics,True
515,Global Goods,Fair Trade Imports,Tibco Spotfire,Business Intelligence and Analytics,True
516,Global Goods,Fair Trade Imports,Zendesk,Help Desk and Customer Support,True
517,GlowGuru,Skincare Products,Alteryx,Business Intelligence and Analytics,True
518,GlowGuru,Skincare Products,Google Data Studio,Business Intelligence and Analytics,True
519,GlowGuru,Skincare Products,Jira Service Management,Help Desk and Customer Support,True
520,GlowGuru,Skincare Products,Power BI,Business Intelligence and Analytics,True
521,GlowGuru,Skincare Products,QlikView,Business Intelligence and Analytics,True
522,GlowGuru,Skincare Products,Salesforce Service Cloud,Help Desk and Customer Support,True
523,GlowGuru,Skincare Products,ServiceNow,Help Desk and Customer Support,True
524,GlowGuru,Skincare Products,Tableau,Business Intelligence and Analytics,True
525,GlowGuru,Skincare Products,Tibco Spotfire,Business Intelligence and Analytics,True
526,GolfGenius,Golf Equipment,Alteryx,Business Intelligence and Analytics,True
527,GolfGenius,Golf Equipment,Google Data Studio,Business Intelligence and Analytics,True
528,GolfGenius,Golf Equipment,Jira Service Management,Help Desk and Customer Support,True
529,GolfGenius,Golf Equipment,Power BI,Business Intelligence and Analytics,True
530,GolfGenius,Golf Equipment,QlikView,Business Intelligence and Analytics,True
531,GolfGenius,Golf Equipment,Salesforce Service Cloud,Help Desk and Customer Support,True
532,GolfGenius,Golf Equipment,Tableau,Business Intelligence and Analytics,True
533,GolfGenius,Golf Equipment,Tibco Spotfire,Business Intelligence and Analytics,True
534,Gourmet Grub,Meal Delivery Service,Alteryx,Business Intelligence and Analytics,True
535,Gourmet Grub,Meal Delivery Service,Google Data Studio,Business Intelligence and Analytics,True
536,Gourmet Grub,Meal Delivery Service,Jira Service Management,Help Desk and Customer Support,True
537,Gourmet Grub,Meal Delivery Service,Power BI,Business Intelligence and Analytics,True
538,Gourmet Grub,Meal Delivery Service,QlikView,Business Intelligence and Analytics,True
539,Gourmet Grub,Meal Delivery Service,Salesforce Service Cloud,Help Desk and Customer Support,True
540,Gourmet Grub,Meal Delivery Service,ServiceNow,Help Desk and Customer Support,True
541,Gourmet Grub,Meal Delivery Service,Tableau,Business Intelligence and Analytics,True
542,Gourmet Grub,Meal Delivery Service,Tibco Spotfire,Business Intelligence and Analytics,True
543,Green Thumb Gardening,Landscaping Services,Alteryx,Business Intelligence and Analytics,True
544,Green Thumb Gardening,Landscaping Services,Google Data Studio,Business Intelligence and Analytics,True
545,Green Thumb Gardening,Landscaping Services,Jira Service Management,Help Desk and Customer Support,True
546,Green Thumb Gardening,Landscaping Services,Power BI,Business Intelligence and Analytics,True
547,Green Thumb Gardening,Landscaping Services,Salesforce Service Cloud,Help Desk and Customer Support,True
548,Green Thumb Gardening,Landscaping Services,Tableau,Business Intelligence and Analytics,True
549,Green Thumb Gardening,Landscaping Services,Tibco Spotfire,Business Intelligence and Analytics,True
550,GreenGlow,Eco-friendly Cleaning Products,Alteryx,Business Intelligence and Analytics,True
551,GreenGlow,Eco-friendly Cleaning Products,Freshdesk,Help Desk and Customer Support,True
552,GreenGlow,Eco-friendly Cleaning Products,Google Data Studio,Business Intelligence and Analytics,True
553,GreenGlow,Eco-friendly Cleaning Products,Jira Service Management,Help Desk and Customer Support,True
554,GreenGlow,Eco-friendly Cleaning Products,QlikView,Business Intelligence and Analytics,True
555,GreenGlow,Eco-friendly Cleaning Products,Salesforce Service Cloud,Help Desk and Customer Support,True
556,GreenGlow,Eco-friendly Cleaning Products,Tableau,Business Intelligence and Analytics,True
557,GreenGlow,Eco-friendly Cleaning Products,Tibco Spotfire,Business Intelligence and Analytics,True
558,Harmonious Homes,Interior Design,Alteryx,Business Intelligence and Analytics,True
559,Harmonious Homes,Interior Design,Google Data Studio,Business Intelligence and Analytics,True
560,Harmonious Homes,Interior Design,Jira Service Management,Help Desk and Customer Support,True
561,Harmonious Homes,Interior Design,QlikView,Business Intelligence and Analytics,True
562,Harmonious Homes,Interior Design,Salesforce Service Cloud,Help Desk and Customer Support,True
563,Harmonious Homes,Interior Design,Tableau,Business Intelligence and Analytics,True
564,Harmonious Homes,Interior Design,Tibco Spotfire,Business Intelligence and Analytics,True
565,Healthy Habits,Health and Wellness,Alteryx,Business Intelligence and Analytics,True
566,Healthy Habits,Health and Wellness,Domo,Business Intelligence and Analytics,True
567,Healthy Habits,Health and Wellness,Freshdesk,Help Desk and Customer Support,True
568,Healthy Habits,Health and Wellness,Freshservice,Help Desk and Customer Support,True
569,Healthy Habits,Health and Wellness,Google Data Studio,Business Intelligence and Analytics,True
570,Healthy Habits,Health and Wellness,HappyFox,Help Desk and Customer Support,True
571,Healthy Habits,Health and Wellness,HubSpot Service Hub,Help Desk and Customer Support,True
572,Healthy Habits,Health and Wellness,Intercom,Help Desk and Customer Support,True
573,Healthy Habits,Health and Wellness,Jira Service Management,Help Desk and Customer Support,True
574,Healthy Habits,Health and Wellness,Looker,Business Intelligence and Analytics,True
575,Healthy Habits,Health and Wellness,Power BI,Business Intelligence and Analytics,True
576,Healthy Habits,Health and Wellness,QlikView,Business Intelligence and Analytics,True
577,Healthy Habits,Health and Wellness,Salesforce Service Cloud,Help Desk and Customer Support,True
578,Healthy Habits,Health and Wellness,SAP Analytics Cloud,Business Intelligence and Analytics,True
579,Healthy Habits,Health and Wellness,ServiceNow,Help Desk and Customer Support,True
580,Healthy Habits,Health and Wellness,Sisense,Business Intelligence and Analytics,True
581,Healthy Habits,Health and Wellness,Tableau,Business Intelligence and Analytics,True
582,Healthy Habits,Health and Wellness,Tibco Spotfire,Business Intelligence and Analytics,True
583,Healthy Habits,Health and Wellness,Zendesk,Help Desk and Customer Support,True
584,HomeHaven,Home Decor Subscription Box,Alteryx,Business Intelligence and Analytics,True
585,HomeHaven,Home Decor Subscription Box,Google Data Studio,Business Intelligence and Analytics,True
586,HomeHaven,Home Decor Subscription Box,Jira Service Management,Help Desk and Customer Support,True
587,HomeHaven,Home Decor Subscription Box,Salesforce Service Cloud,Help Desk and Customer Support,True
588,HomeHaven,Home Decor Subscription Box,ServiceNow,Help Desk and Customer Support,True
589,HomeHaven,Home Decor Subscription Box,Tableau,Business Intelligence and Analytics,True
590,HomeHaven,Home Decor Subscription Box,Tibco Spotfire,Business Intelligence and Analytics,True
591,HotelHaven,Hotel Booking Platform,Alteryx,Business Intelligence and Analytics,True
592,HotelHaven,Hotel Booking Platform,Freshdesk,Help Desk and Customer Support,True
593,HotelHaven,Hotel Booking Platform,Google Data Studio,Business Intelligence and Analytics,True
594,HotelHaven,Hotel Booking Platform,Jira Service Management,Help Desk and Customer Support,True
595,HotelHaven,Hotel Booking Platform,QlikView,Business Intelligence and Analytics,True
596,HotelHaven,Hotel Booking Platform,Salesforce Service Cloud,Help Desk and Customer Support,True
597,HotelHaven,Hotel Booking Platform,Tableau,Business Intelligence and Analytics,True
598,HotelHaven,Hotel Booking Platform,Tibco Spotfire,Business Intelligence and Analytics,True
599,Innovative Ideas,Creative Consulting,Alteryx,Business Intelligence and Analytics,True
600,Innovative Ideas,Creative Consulting,Google Data Studio,Business Intelligence and Analytics,True
601,Innovative Ideas,Creative Consulting,Jira Service Management,Help Desk and Customer Support,True
602,Innovative Ideas,Creative Consulting,Power BI,Business Intelligence and Analytics,True
603,Innovative Ideas,Creative Consulting,QlikView,Business Intelligence and Analytics,True
604,Innovative Ideas,Creative Consulting,Salesforce Service Cloud,Help Desk and Customer Support,True
605,Innovative Ideas,Creative Consulting,ServiceNow,Help Desk and Customer Support,True
606,Innovative Ideas,Creative Consulting,Tableau,Business Intelligence and Analytics,True
607,Innovative Ideas,Creative Consulting,Tibco Spotfire,Business Intelligence and Analytics,True
608,InspireInnovations,Technology Incubator,Alteryx,Business Intelligence and Analytics,True
609,InspireInnovations,Technology Incubator,Domo,Business Intelligence and Analytics,True
610,InspireInnovations,Technology Incubator,Google Data Studio,Business Intelligence and Analytics,True
611,InspireInnovations,Technology Incubator,HubSpot Service Hub,Help Desk and Customer Support,True
612,InspireInnovations,Technology Incubator,Intercom,Help Desk and Customer Support,True
613,InspireInnovations,Technology Incubator,Jira Service Management,Help Desk and Customer Support,True
614,InspireInnovations,Technology Incubator,Looker,Business Intelligence and Analytics,True
615,InspireInnovations,Technology Incubator,Power BI,Business Intelligence and Analytics,True
616,InspireInnovations,Technology Incubator,QlikView,Business Intelligence and Analytics,True
617,InspireInnovations,Technology Incubator,Salesforce Service Cloud,Help Desk and Customer Support,True
618,InspireInnovations,Technology Incubator,SAP Analytics Cloud,Business Intelligence and Analytics,True
619,InspireInnovations,Technology Incubator,ServiceNow,Help Desk and Customer Support,True
620,InspireInnovations,Technology Incubator,Sisense,Business Intelligence and Analytics,True
621,InspireInnovations,Technology Incubator,Tableau,Business Intelligence and Analytics,True
622,InspireInnovations,Technology Incubator,Tibco Spotfire,Business Intelligence and Analytics,True
623,InspireInnovations,Technology Incubator,Zendesk,Help Desk and Customer Support,True
624,Inspiring Instruments,Musical Instrument Store,Alteryx,Business Intelligence and Analytics,True
625,Inspiring Instruments,Musical Instrument Store,Google Data Studio,Business Intelligence and Analytics,True
626,Inspiring Instruments,Musical Instrument Store,Jira Service Management,Help Desk and Customer Support,True
627,Inspiring Instruments,Musical Instrument Store,Power BI,Business Intelligence and Analytics,True
628,Inspiring Instruments,Musical Instrument Store,QlikView,Business Intelligence and Analytics,True
629,Inspiring Instruments,Musical Instrument Store,Salesforce Service Cloud,Help Desk and Customer Support,True
630,Inspiring Instruments,Musical Instrument Store,Tableau,Business Intelligence and Analytics,True
631,Inspiring Instruments,Musical Instrument Store,Tibco Spotfire,Business Intelligence and Analytics,True
632,IotaIceCream,Ice Cream Subscription,Alteryx,Business Intelligence and Analytics,True
633,IotaIceCream,Ice Cream Subscription,Google Data Studio,Business Intelligence and Analytics,True
634,IotaIceCream,Ice Cream Subscription,Jira Service Management,Help Desk and Customer Support,True
635,IotaIceCream,Ice Cream Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
636,IotaIceCream,Ice Cream Subscription,ServiceNow,Help Desk and Customer Support,True
637,IotaIceCream,Ice Cream Subscription,Tableau,Business Intelligence and Analytics,True
638,IotaIceCream,Ice Cream Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
639,IotaImprov,Improv Class Subscription,Alteryx,Business Intelligence and Analytics,True
640,IotaImprov,Improv Class Subscription,Google Data Studio,Business Intelligence and Analytics,True
641,IotaImprov,Improv Class Subscription,Jira Service Management,Help Desk and Customer Support,True
642,IotaImprov,Improv Class Subscription,Power BI,Business Intelligence and Analytics,True
643,IotaImprov,Improv Class Subscription,QlikView,Business Intelligence and Analytics,True
644,IotaImprov,Improv Class Subscription,Salesforce Service Cloud,Help Desk and Customer Support,True
645,IotaImprov,Improv Class Subscription,ServiceNow,Help Desk and Customer Support,True
646,IotaImprov,Improv Class Subscription,Tableau,Business Intelligence and Analytics,True
647,IotaImprov,Improv Class Subscription,Tibco Spotfire,Business Intelligence and Analytics,True
648,Joyful Jewels,Jewelry Store,Alteryx,Business Intelligence and Analytics,True
649,Joyful Jewels,Jewelry Store,Google Data Studio,Business Intelligence and Analytics,True
650,Joyful Jewels,Jewelry Store,Jira Service Management,Help Desk and Customer Support,True
651,Joyful Jewels,Jewelry Store,Power BI,Business Intelligence and Analytics,True
652,Joyful Jewels,Jewelry Store,Salesforce Service Cloud,Help Desk and Customer Support,True
653,Joyful Jewels,Jewelry Store,Tableau,Business Intelligence and Analytics,True
654,Joyful Jewels,Jewelry Store,Tibco Spotfire,Business Intelligence and Analytics,True
655,Joyful Journeys,Travel Agency,Alteryx,Business Intelligence and Analytics,True
656,Joyful Journeys,Travel Agency,Freshdesk,Help Desk and Customer Support,True
657,Joyful Journeys,Travel Agency,Google Data Studio,Business Intelligence and Analytics,True
658,Joyful Journeys,Travel Agency,Jira Service Management,Help Desk and Customer Support,True
659,Joyful Journeys,Travel Agency,QlikView,Business Intelligence and Analytics,True
660,Joyful Journeys,Travel Agency,Salesforce Service Cloud,Help Desk and Customer Support,True
661,Joyful Journeys,Travel Agency,Tableau,Business Intelligence and Analytics,True
662,Joyful Journeys,Travel Agency,Tibco Spotfire,Business Intelligence and Analytics,True
663,JunoJewelry,Fine Jewelry Retailer,Alteryx,Business Intelligence and Analytics,True
664,JunoJewelry,Fine Jewelry Retailer,Google Data Studio,Business Intelligence and Analytics,True
665,JunoJewelry,Fine Jewelry Retailer,Jira Service Management,Help Desk and Customer Support,True
666,JunoJewelry,Fine Jewelry Retailer,Power BI,Business Intelligence and Analytics,True
667,JunoJewelry,Fine Jewelry Retailer,QlikView,Business Intelligence and Analytics,True
668,JunoJewelry,Fine Jewelry Retailer,Salesforce Service Cloud,Help Desk and Customer Support,True
669,JunoJewelry,Fine Jewelry Retailer,Tableau,Business Intelligence and Analytics,True
670,JunoJewelry,Fine Jewelry Retailer,Tibco Spotfire,Business Intelligence and Analytics,True
671,KaleidoscopeKids,Children's Clothing Retailer,Alteryx,Business Intelligence and Analytics,True
672,KaleidoscopeKids,Children's Clothing Retailer,Freshdesk,Help Desk and Customer Support,True
673,KaleidoscopeKids,Children's Clothing Retailer,Google Data Studio,Business Intelligence and Analytics,True
674,KaleidoscopeKids,Children's Clothing Retailer,Jira Service Management,Help Desk and Customer Support,True
675,KaleidoscopeKids,Children's Clothing Retailer,QlikView,Business Intelligence and Analytics,True
676,KaleidoscopeKids,Children's Clothing Retailer,Salesforce Service Cloud,Help Desk and Customer Support,True
677,KaleidoscopeKids,Children's Clothing Retailer,Tableau,Business Intelligence and Analytics,True
678,KaleidoscopeKids,Children's Clothing Retailer,Tibco Spotfire,Business Intelligence and Analytics,True
679,KappaKids,Children's Book Subscription,Alteryx,Business Intelligence and Analytics,True
